Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime,Time_sec,location_short,time,SEL_dB,tags,type,operator
Mon 01:04:13 PM,52.4817,4.7983,→ 79°,275.0,316.0,"6,350","3,771",FlightAware ADS-B (RTM / EHRD),Departures,KLM1823,2025-03-24 18:18:57,47053,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:04:17 PM,52.4149,6.0853,← 287°,331.0,381.0,"17,200","-1,848",FlightAware ADS-B (AMS / EHAM),Arrivals,DLH998,2025-03-24 18:38:40,47057,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 01:04:22 PM,50.7445,4.6719,↖ 332°,415.0,478.0,"28,325","-2,000",FlightAware ADS-B (EHBD),Arrivals,KLM596,2025-03-24 18:38:40,47062,Ku,2025-03-24 17:26:41,71.32310002002386,Aalsmeerbaan36R_L,Boeing 787-9,KLM
Mon 01:04:24 PM,51.1134,4.1516,↙ 203°,504.0,580.0,"29,600","1,118",FlightAware ADS-B (BRU / EBBR),Departures,TRA6145,2025-03-24 18:18:57,47064,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 01:04:27 AM,25.7828,-75.3513,↗ 40°,546.0,628.0,"39,000",25,FlightAware ADS-B (MHH / MYAM),Arrivals,KLM760,2025-03-24 13:51:30,3867,Co,2025-03-24 12:35:12,82.57059967900375,Zwanenburgbaan36C_L,Boeing 787-9,KLM
Mon 01:04:28 AM,36.6513,143.2794,↗ 46°,539.0,620.0,"30,450","1,082",FlightAware ADS-B (SDJ / RJSS),Arrivals,KLM862,2025-03-24 19:18:23,3868,Co,2025-03-24 18:05:45,80.88888789846152,Zwanenburgbaan36C_L,Boeing 777-200,KLM
Mon 01:04:30 PM,47.4921,6.1544,↑ 360°,393.0,452.0,"33,150","1,200",FlightAware ADS-B,Arrivals,KLM1936,2025-03-24 19:18:23,47070,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:04:32 PM,52.4846,4.8366,→ 85°,264.0,304.0,"7,700","3,768",FlightAware ADS-B (WOE / EHWO),Departures,KLM1823,2025-03-24 18:18:57,47072,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:04:36 PM,53.7248,6.8415,↗ 43°,406.0,467.0,"37,075",775,FlightAware ADS-B (FCN / ETMN),Departures,KLM1225,2025-03-24 18:18:57,47076,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:04:38 PM,52.4248,6.0331,← 287°,331.0,381.0,"16,525","-1,588",FlightAware ADS-B (GRQ / EHGG),Arrivals,DLH998,2025-03-24 18:38:40,47078,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 01:04:49 PM,47.5256,6.1539,↑ 0°,394.0,453.0,"33,475","1,038",FlightAware ADS-B (LSTB),Arrivals,KLM1936,2025-03-24 19:18:23,47089,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:04:52 PM,50.793,4.6309,↖ 332°,410.0,472.0,"27,375","-1,925",FlightAware ADS-B (CRL / EBCI),Arrivals,KLM596,2025-03-24 18:38:40,47092,Ku,2025-03-24 17:26:41,71.32310002002386,Aalsmeerbaan36R_L,Boeing 787-9,KLM
Mon 01:04:54 PM,52.4855,4.8799,→ 91°,270.0,311.0,"8,925","3,346",FlightAware ADS-B (EHDB),Departures,KLM1823,2025-03-24 18:18:57,47094,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:04:56 PM,51.0478,4.1081,↙ 203°,508.0,585.0,"30,175","1,107",FlightAware ADS-B (EGSQ),Departures,TRA6145,2025-03-24 18:18:57,47096,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 01:04:58 AM,25.8406,-75.2976,↗ 40°,548.0,631.0,"39,000",-25,FlightAware ADS-B (MHH / MYAM),Arrivals,KLM760,2025-03-24 13:51:30,3898,Co,2025-03-24 12:35:12,82.57059967900375,Zwanenburgbaan36C_L,Boeing 787-9,KLM
Mon 01:04:59 AM,36.7034,143.3466,↗ 46°,538.0,619.0,"30,950",984,FlightAware ADS-B (SDJ / RJSS),Arrivals,KLM862,2025-03-24 19:18:23,3899,Co,2025-03-24 18:05:45,80.88888789846152,Zwanenburgbaan36C_L,Boeing 777-200,KLM
Mon 01:05:03 PM,60.9641,8.3918,↓ 200°,463.0,533.0,"37,925",221,FlightAware ADS-B (SVG / ENZV),Arrivals,KLM1154,2025-03-24 19:37:57,47103,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 01:05:06 PM,53.7673,6.9083,↗ 43°,408.0,470.0,"37,475",725,FlightAware ADS-B (BRE / EDDW),Departures,KLM1225,2025-03-24 18:18:57,47106,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:05:08 PM,52.4377,5.9641,← 287°,322.0,371.0,"15,850","-1,722",FlightAware ADS-B (EHHV),Arrivals,DLH998,2025-03-24 18:38:40,47108,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 01:05:11 PM,52.4799,4.917,↘ 113°,279.0,321.0,"9,875","2,912",FlightAware ADS-B (EHSE),Departures,KLM1823,2025-03-24 18:18:57,47111,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:05:22 PM,50.843,4.5886,↖ 332°,403.0,464.0,"26,400","-1,979",FlightAware ADS-B (EBDT),Arrivals,KLM596,2025-03-24 18:38:40,47122,Ku,2025-03-24 17:26:41,71.32310002002386,Aalsmeerbaan36R_L,Boeing 787-9,KLM
Mon 01:05:23 PM,59.9631,5.3186,↓ 172°,367.0,422.0,"11,200","1,911",FlightAware ADS-B (ENSX),Arrivals,KLM1170,2025-03-24 19:37:57,47123,Co,2025-03-24 18:18:43,79.88883691281315,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:05:24 PM,50.8614,5.5861,↓ 163°,438.0,504.0,"34,875",600,FlightAware ADS-B (GLZ / EHGR),Departures,KLM1937,2025-03-24 18:18:57,47124,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:05:25 PM,50.985,4.0666,↙ 203°,512.0,589.0,"30,725","1,350",FlightAware ADS-B (ANR / EBAW),Departures,TRA6145,2025-03-24 18:18:57,47125,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 01:05:28 AM,25.9004,-75.2421,↗ 40°,547.0,629.0,"38,975",-25,FlightAware ADS-B (MHH / MYAM),Arrivals,KLM760,2025-03-24 13:51:30,3928,Co,2025-03-24 12:35:12,82.57059967900375,Zwanenburgbaan36C_L,Boeing 787-9,KLM
Mon 01:05:28 PM,52.4659,4.9415,↘ 143°,291.0,335.0,"10,575","2,868",FlightAware ADS-B (LEY / EHLE),Departures,KLM1823,2025-03-24 18:18:57,47128,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:05:29 AM,36.7567,143.4152,↗ 46°,535.0,616.0,"31,450",925,FlightAware ADS-B (SDJ / RJSS),Arrivals,KLM862,2025-03-24 19:18:23,3929,Co,2025-03-24 18:05:45,80.88888789846152,Zwanenburgbaan36C_L,Boeing 777-200,KLM
Mon 01:05:32 PM,52.4481,5.9088,← 287°,312.0,359.0,"14,975","-2,310",FlightAware ADS-B (EHVB),Arrivals,DLH998,2025-03-24 18:38:40,47132,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 01:05:36 PM,53.8073,6.9729,↗ 44°,410.0,472.0,"37,800",725,FlightAware ADS-B (MGL / EDLN),Departures,KLM1225,2025-03-24 18:18:57,47136,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:05:38 PM,58.6993,16.1655,↙ 225°,472.0,543.0,"31,300","1,200",FlightAware ADS-B (LPI / ESSL),Arrivals,KLM1224,2025-03-24 19:37:57,47138,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:05:39 PM,50.8704,4.5644,↖ 328°,405.0,466.0,"25,825","-1,955",FlightAware ADS-B (DUS / EDDL),Arrivals,KLM596,2025-03-24 18:38:40,47139,Ku,2025-03-24 17:26:41,71.32310002002386,Aalsmeerbaan36R_L,Boeing 787-9,KLM
Mon 01:05:40 PM,60.8923,8.3375,↓ 200°,465.0,535.0,"38,000",67,FlightAware ADS-B (OSL / ENGM),Arrivals,KLM1154,2025-03-24 19:37:57,47140,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 01:05:44 PM,47.6294,6.1516,↑ 0°,399.0,459.0,"34,425",988,FlightAware ADS-B (GVA / LSGG),Arrivals,KLM1936,2025-03-24 19:18:23,47144,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:05:45 PM,52.4479,4.9647,↘ 139°,289.0,333.0,"11,500","2,756",FlightAware ADS-B (EHTL),Departures,KLM1823,2025-03-24 18:18:57,47145,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:05:46 PM,50.9389,4.036,↙ 203°,510.0,587.0,"31,300","1,530",FlightAware ADS-B (RTM / EHRD),Departures,TRA6145,2025-03-24 18:18:57,47146,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 01:05:54 PM,50.8012,5.6146,↓ 163°,440.0,506.0,"35,000",125,FlightAware ADS-B (EBBN),Departures,KLM1937,2025-03-24 18:18:57,47154,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:05:55 PM,50.8951,4.5345,↖ 319°,411.0,473.0,"25,325","-1,756",FlightAware ADS-B (AMS / EHAM),Arrivals,KLM596,2025-03-24 18:38:40,47155,Ku,2025-03-24 17:26:41,71.32310002002386,Aalsmeerbaan36R_L,Boeing 787-9,KLM
Mon 01:05:58 PM,52.4593,5.8494,← 287°,304.0,350.0,"13,925","-2,330",FlightAware ADS-B (GRQ / EHGG),Arrivals,DLH998,2025-03-24 18:38:40,47158,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 01:05:59 AM,25.9592,-75.1876,↗ 40°,547.0,629.0,"38,975",24,FlightAware ADS-B (LGI / MYLD),Arrivals,KLM760,2025-03-24 13:51:30,3959,Co,2025-03-24 12:35:12,82.57059967900375,Zwanenburgbaan36C_L,Boeing 787-9,KLM
Mon 01:06:03 PM,47.6631,6.1513,↑ 359°,400.0,460.0,"34,725",689,FlightAware ADS-B,Arrivals,KLM1936,2025-03-24 19:18:23,47163,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:06:06 PM,53.8483,7.0411,↗ 45°,410.0,472.0,"38,200",900,FlightAware ADS-B (EHDB),Departures,KLM1225,2025-03-24 18:18:57,47166,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:06:08 PM,58.653,16.077,↙ 225°,478.0,550.0,"31,900","1,200",FlightAware ADS-B (ESVA),Arrivals,KLM1224,2025-03-24 19:37:57,47168,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:06:09 PM,49.4202,2.1662,↗ 23°,392.0,451.0,"36,000",-25,FlightAware ADS-B (EBCF),Arrivals,IBS1793,2025-03-24 18:58:16,47169,Da,2025-03-24 17:42:28,67.29988761941017,Zwanenburgbaan36C_L,Airbus A320 214,Iberia
Mon 01:06:11 PM,52.4238,5.0067,↘ 130°,297.0,342.0,"12,550","1,869",FlightAware ADS-B (AMS / EHAM),Departures,KLM1823,2025-03-24 18:18:57,47171,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:06:15 PM,50.8767,3.9949,↙ 203°,506.0,582.0,"32,000","1,449",FlightAware ADS-B (BRU / EBBR),Departures,TRA6145,2025-03-24 18:18:57,47175,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 01:06:16 PM,49.0638,11.3102,↑ 339°,438.0,504.0,"26,850","2,975",FlightAware ADS-B (MUC / EDDM),Arrivals,KLM1856,2025-03-24 19:18:23,47176,Da,2025-03-24 10:30:35,75.06570672205123,Aalsmeerbaan36R_L,Embraer ERJ190-100STD,KLM
Mon 01:06:19 PM,52.4674,5.8057,← 287°,299.0,344.0,"13,150","-2,529",FlightAware ADS-B (LEY / EHLE),Arrivals,DLH998,2025-03-24 18:38:40,47179,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 01:06:20 PM,50.9268,4.4773,← 308°,413.0,475.0,"24,625","-2,153",FlightAware ADS-B (BRU / EBBR),Arrivals,KLM596,2025-03-24 18:38:40,47180,Ku,2025-03-24 17:26:41,71.32310002002386,Aalsmeerbaan36R_L,Boeing 787-9,KLM
Mon 01:06:24 PM,59.8557,5.3494,↓ 172°,395.0,455.0,"13,525","2,175",FlightAware ADS-B (SVG / ENZV),Arrivals,KLM1170,2025-03-24 19:37:57,47184,Co,2025-03-24 18:18:43,79.88883691281315,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:06:30 AM,26.0175,-75.1332,↗ 40°,547.0,629.0,"39,000",24,FlightAware ADS-B (LGI / MYLD),Arrivals,KLM760,2025-03-24 13:51:30,3990,Co,2025-03-24 12:35:12,82.57059967900375,Zwanenburgbaan36C_L,Boeing 787-9,KLM
Mon 01:06:36 PM,53.8898,7.1115,↗ 45°,406.0,467.0,"38,700",775,FlightAware ADS-B (LEY / EHLE),Departures,KLM1225,2025-03-24 18:18:57,47196,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:06:38 PM,58.6052,15.9858,↙ 225°,482.0,555.0,"32,500","1,460",FlightAware ADS-B (ESSE),Arrivals,KLM1224,2025-03-24 19:37:57,47198,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:06:39 PM,49.4696,2.1987,↗ 23°,394.0,453.0,"35,975",25,FlightAware ADS-B (CDG / LFPG),Arrivals,IBS1793,2025-03-24 18:58:16,47199,Da,2025-03-24 17:42:28,67.29988761941017,Zwanenburgbaan36C_L,Airbus A320 214,Iberia
Mon 01:06:45 PM,50.8118,3.952,↙ 203°,503.0,579.0,"32,725",813,FlightAware ADS-B (MGL / EDLN),Departures,TRA6145,2025-03-24 18:18:57,47205,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 01:06:46 PM,49.1197,11.2772,↑ 339°,430.0,495.0,"28,425","2,800",FlightAware ADS-B (EDPD),Arrivals,KLM1856,2025-03-24 19:18:23,47206,Da,2025-03-24 10:30:35,75.06570672205123,Aalsmeerbaan36R_L,Embraer ERJ190-100STD,KLM
Mon 01:06:49 PM,52.4793,5.7418,← 287°,296.0,341.0,"11,775","-2,382",FlightAware ADS-B (EHTL),Arrivals,DLH998,2025-03-24 18:38:40,47209,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 01:06:50 PM,52.3879,5.0766,↘ 130°,333.0,383.0,"13,525","1,978",FlightAware ADS-B (EHVB),Departures,KLM1823,2025-03-24 18:18:57,47210,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:06:54 PM,59.8019,5.3632,↓ 173°,406.0,467.0,"14,625","2,322",FlightAware ADS-B (HAU / ENHD),Arrivals,KLM1170,2025-03-24 19:37:57,47214,Co,2025-03-24 18:18:43,79.88883691281315,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:07:01 AM,26.082,-75.0731,↗ 40°,548.0,631.0,"39,000",-25,FlightAware ADS-B (TBI / MYCB),Arrivals,KLM760,2025-03-24 13:51:30,4021,Co,2025-03-24 12:35:12,82.57059967900375,Zwanenburgbaan36C_L,Boeing 787-9,KLM
Mon 01:07:06 PM,53.9289,7.1795,↗ 46°,405.0,466.0,"38,975",300,FlightAware ADS-B (GRQ / EHGG),Departures,KLM1225,2025-03-24 18:18:57,47226,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:07:09 PM,49.5199,2.2318,↗ 23°,394.0,453.0,"36,025",50,FlightAware ADS-B (EGBT),Arrivals,IBS1793,2025-03-24 18:58:16,47229,Da,2025-03-24 17:42:28,67.29988761941017,Zwanenburgbaan36C_L,Airbus A320 214,Iberia
Mon 01:07:10 PM,52.4874,5.6981,← 288°,293.0,337.0,"11,125","-1,706",FlightAware ADS-B (EHDB),Arrivals,DLH998,2025-03-24 18:38:40,47230,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 01:07:16 PM,49.1765,11.2437,↑ 339°,432.0,497.0,"29,650","2,353",FlightAware ADS-B (MUC / EDDM),Arrivals,KLM1856,2025-03-24 19:18:23,47236,Da,2025-03-24 10:30:35,75.06570672205123,Aalsmeerbaan36R_L,Embraer ERJ190-100STD,KLM
Mon 01:07:20 PM,52.3584,5.1334,↘ 130°,338.0,389.0,"14,825","2,525",FlightAware ADS-B (RTM / EHRD),Departures,KLM1823,2025-03-24 18:18:57,47240,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:07:23 PM,58.535,15.8527,↙ 225°,478.0,550.0,"33,725","1,500",FlightAware ADS-B (ESVK),Arrivals,KLM1224,2025-03-24 19:37:57,47243,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:07:27 PM,50.7203,3.8921,↙ 203°,496.0,571.0,"32,975",208,FlightAware ADS-B (MGL / EDLN),Departures,TRA6145,2025-03-24 18:18:57,47247,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 01:07:28 PM,47.8239,6.1489,↑ 360°,418.0,481.0,"35,550",762,FlightAware ADS-B (EBU / LFMH),Arrivals,KLM1936,2025-03-24 19:18:23,47248,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:07:36 PM,53.9661,7.2448,↗ 46°,405.0,466.0,"39,000",25,FlightAware ADS-B (EHHO),Departures,KLM1225,2025-03-24 18:18:57,47256,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:07:37 PM,49.2148,11.2212,↑ 339°,433.0,498.0,"30,425","2,195",FlightAware ADS-B (EDTF),Arrivals,KLM1856,2025-03-24 19:18:23,47257,Da,2025-03-24 10:30:35,75.06570672205123,Aalsmeerbaan36R_L,Embraer ERJ190-100STD,KLM
Mon 01:07:39 PM,49.5692,2.2642,↗ 23°,394.0,453.0,"36,025",25,FlightAware ADS-B (ORY / LFPO),Arrivals,IBS1793,2025-03-24 18:58:16,47259,Da,2025-03-24 17:42:28,67.29988761941017,Zwanenburgbaan36C_L,Airbus A320 214,Iberia
Mon 01:07:40 PM,52.4988,5.6358,← 287°,290.0,334.0,"10,325","-1,564",FlightAware ADS-B (EHTE),Arrivals,DLH998,2025-03-24 18:38:40,47260,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 01:07:48 PM,47.8602,6.1485,↑ 360°,417.0,480.0,"35,925",675,FlightAware ADS-B (LSTB),Arrivals,KLM1936,2025-03-24 19:18:23,47268,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:07:50 PM,52.3271,5.1936,↘ 130°,346.0,398.0,"16,050","2,550",FlightAware ADS-B (EHTE),Departures,KLM1823,2025-03-24 18:18:57,47270,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:07:57 PM,50.6585,3.852,↙ 203°,500.0,575.0,"32,975",21,FlightAware ADS-B (MST / EHBK),Departures,TRA6145,2025-03-24 18:18:57,47277,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 01:08:08 PM,47.9018,6.1486,↑ 0°,424.0,488.0,"36,000",365,FlightAware ADS-B (STR / EDDS),Arrivals,KLM1936,2025-03-24 19:18:23,47288,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:08:14 PM,52.5051,5.5605,← 258°,289.0,333.0,"9,450","-1,543",FlightAware ADS-B (LEY / EHLE),Arrivals,DLH998,2025-03-24 18:38:40,47294,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 01:08:18 PM,49.2926,11.1769,↑ 340°,436.0,502.0,"31,875","1,882",FlightAware ADS-B (EDGL),Arrivals,KLM1856,2025-03-24 19:18:23,47298,Da,2025-03-24 10:30:35,75.06570672205123,Aalsmeerbaan36R_L,Embraer ERJ190-100STD,KLM
Mon 01:08:20 PM,52.2954,5.2543,↘ 130°,347.0,399.0,"17,375","2,360",FlightAware ADS-B (EBUL),Departures,KLM1823,2025-03-24 18:18:57,47300,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:08:22 PM,51.9379,7.9495,← 295°,476.0,548.0,"36,000",-281,FlightAware ADS-B (EIN / EHEH),Arrivals,KLM844,2025-03-24 18:58:16,47302,Co,2025-03-24 17:34:00,68.17734625488245,Aalsmeerbaan36R_L,Boeing 777-300ER,KLM
Mon 01:08:32 PM,52.4948,5.5256,↙ 239°,289.0,333.0,"9,000","-1,636",FlightAware ADS-B (EIN / EHEH),Arrivals,DLH998,2025-03-24 18:38:40,47312,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 01:08:39 PM,51.0914,4.1553,← 309°,401.0,461.0,"20,275","-1,085",FlightAware ADS-B (CGN / EDDK),Arrivals,KLM596,2025-03-24 18:38:40,47319,Ku,2025-03-24 17:26:41,71.32310002002386,Aalsmeerbaan36R_L,Boeing 787-9,KLM
Mon 01:08:40 PM,50.5671,3.7925,↙ 203°,502.0,578.0,"33,000",19,FlightAware ADS-B (BRU / EBBR),Departures,TRA6145,2025-03-24 18:18:57,47320,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 01:08:42 PM,58.4106,15.6183,↙ 225°,481.0,554.0,"35,375","1,110",FlightAware ADS-B (ESCF),Arrivals,KLM1224,2025-03-24 19:37:57,47322,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:08:45 PM,47.9743,6.1489,↑ 0°,429.0,494.0,"36,350",625,FlightAware ADS-B (RMS / ETAR),Arrivals,KLM1936,2025-03-24 19:18:23,47325,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:08:48 PM,49.3489,11.1453,↑ 340°,440.0,506.0,"32,750","1,400",FlightAware ADS-B (NUE / EDDN),Arrivals,KLM1856,2025-03-24 19:18:23,47328,Da,2025-03-24 10:30:35,75.06570672205123,Aalsmeerbaan36R_L,Embraer ERJ190-100STD,KLM
Mon 01:08:56 PM,59.5641,5.4086,↓ 175°,434.0,499.0,"19,200","2,250",FlightAware ADS-B (BGO / ENBR),Arrivals,KLM1170,2025-03-24 19:37:57,47336,Co,2025-03-24 18:18:43,79.88883691281315,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:08:58 PM,52.4772,5.4779,↙ 239°,289.0,333.0,"8,250","-1,615",FlightAware ADS-B (UTC / EHSB),Arrivals,DLH998,2025-03-24 18:38:40,47338,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 01:09:01 AM,26.3142,-74.8558,↗ 40°,549.0,632.0,"39,000",24,FlightAware ADS-B (TBI / MYCB),Arrivals,KLM760,2025-03-24 13:51:30,4141,Co,2025-03-24 12:35:12,82.57059967900375,Zwanenburgbaan36C_L,Boeing 787-9,KLM
Mon 01:09:01 PM,48.0057,6.149,↑ 0°,430.0,495.0,"36,525",900,FlightAware ADS-B (EAP / LFSB),Arrivals,KLM1936,2025-03-24 19:18:23,47341,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:09:02 PM,51.1177,4.1034,← 311°,396.0,456.0,"19,975",-563,FlightAware ADS-B (EBBL),Arrivals,KLM596,2025-03-24 18:38:40,47342,Ku,2025-03-24 17:26:41,71.32310002002386,Aalsmeerbaan36R_L,Boeing 787-9,KLM
Mon 01:09:05 PM,52.2484,5.3444,↘ 131°,358.0,412.0,"19,000","2,207",FlightAware ADS-B (EHHO),Departures,KLM1823,2025-03-24 18:18:57,47345,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:09:09 PM,49.7191,2.3624,↗ 23°,386.0,444.0,"36,000",-25,FlightAware ADS-B (EBCF),Arrivals,IBS1793,2025-03-24 18:58:16,47349,Da,2025-03-24 17:42:28,67.29988761941017,Zwanenburgbaan36C_L,Airbus A320 214,Iberia
Mon 01:09:12 PM,58.3646,15.5322,↙ 224°,482.0,555.0,"35,875",595,FlightAware ADS-B (ESMY),Arrivals,KLM1224,2025-03-24 19:37:57,47352,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:09:18 PM,50.484,3.7382,↙ 203°,502.0,578.0,"33,000",-22,FlightAware ADS-B (UDE / EHVK),Departures,TRA6145,2025-03-24 18:18:57,47358,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 01:09:19 PM,51.1405,4.0721,↖ 328°,382.0,440.0,"19,900","-1,114",FlightAware ADS-B (EBNM),Arrivals,KLM596,2025-03-24 18:38:40,47359,Ku,2025-03-24 17:26:41,71.32310002002386,Aalsmeerbaan36R_L,Boeing 787-9,KLM
